POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA6109,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,40,0,47,0,0,0,0,0,0,0,10,0,19,0,30,0,3,0,4,0,7,0,11,0,121,3,157,0,9,0,3,0,17,0,17,3,42,0,88,4,5,0,13,0,18,0,16,3,34,0,105,9,8,0,22,0,15,3,7,3,24,0,96,11,0,0,15,3,18,0,3,0,7,0,65,16,3,0,18,0,11,0,3,0,4,0,52,62,0,3,29,4,14,0,3,0,4,0,119,40,0,0,15,0,4,0,0,0,0,0,62,8,3,0,12,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,0,0,10,10,0,4,3,0,3,0,0
POA6110,0,0,0,0,0,0,0,0,0,58,5,66,0,0,0,0,0,0,0,3,0,20,0,24,0,0,0,0,0,0,0,7,0,20,0,33,0,0,0,0,0,0,0,10,0,4,0,12,4,0,0,0,0,3,0,7,0,113,0,135,0,0,0,0,0,9,0,28,0,36,0,80,7,13,0,0,0,27,0,36,3,370,9,462,3,11,0,12,0,47,0,46,3,117,0,239,9,13,4,28,3,58,0,38,3,117,3,274,39,30,3,65,3,60,3,16,10,58,3,294,29,10,0,65,0,49,0,9,3,12,0,184,70,10,3,65,0,42,0,9,7,10,0,216,240,19,3,109,13,61,3,5,4,11,0,461,170,7,3,63,10,19,7,3,0,3,0,279,89,3,0,26,6,6,0,0,0,3,0,134,51,0,0,9,4,17,0,0,0,3,0,81,42,8,0,19,8,12,3,3
POA6111,0,0,0,0,0,0,0,0,0,26,4,30,0,0,0,0,0,0,0,3,0,16,0,21,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,0,71,0,81,0,0,0,0,0,4,0,15,0,34,0,61,3,3,0,0,0,10,4,28,3,225,0,276,0,5,0,10,0,32,0,31,4,110,0,199,8,21,3,18,0,42,0,27,0,114,0,242,15,14,3,45,0,43,0,20,6,78,0,229,22,7,0,35,0,33,3,12,3,21,0,142,30,14,0,47,3,29,0,4,3,14,0,142,106,15,0,61,6,45,0,15,3,15,0,261,77,3,0,44,6,11,0,5,3,3,0,161,53,0,4,24,9,3,3,0,0,3,0,106,37,4,3,8,3,12,0,0,0,4,0,73,46,6,0,16,0,3,0,7
POA6112,0,0,0,0,0,0,0,3,0,73,3,88,0,3,0,0,0,0,0,8,0,26,0,37,0,0,0,0,0,3,0,10,0,16,0,26,0,0,0,0,0,0,0,7,0,13,0,25,3,3,0,0,0,3,0,14,3,119,0,147,0,5,0,0,0,10,0,25,4,50,0,94,0,8,0,9,0,30,0,40,3,432,7,530,0,15,0,9,3,58,3,59,9,132,0,296,19,32,0,46,3,95,0,43,15,162,4,414,62,20,3,80,3,87,0,33,5,65,3,367,62,8,3,78,10,75,3,20,7,28,0,291,106,16,8,87,9,57,3,14,3,20,0,318,374,17,3,149,18,110,9,17,15,29,0,731,302,9,4,100,22,32,6,4,3,6,0,484,185,5,3,53,14,14,5,0,0,0,0,274,95,3,0,17,3,26,0,0,0,4,0,158,106,6,4,43,12,23,3,0
POA6121,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,6,0,4,0,0,0,0,0,4,0,22,0,37,0,0,0,3,0,3,0,0,0,10,0,13,0,0,0,0,0,4,0,3,0,12,0,22,0,3,0,8,0,5,0,4,0,0,0,23,0,3,0,5,0,5,0,3,0,4,0,17,3,0,0,4,0,6,0,0,0,0,0,20,8,0,0,14,3,8,3,0,0,0,0,28,12,0,0,8,0,3,0,0,0,0,0,24,3,0,0,3,0,0,0,0,0,0,0,9,7,0,0,3,0,3,0,0,0,0,0,14,9,0,0,3,0,0,0,3
POA6122,0,0,0,0,0,3,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,4,0,10,0,18,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,3,0,35,0,44,0,0,0,0,0,0,0,6,0,14,0,28,0,4,0,0,0,9,0,6,0,81,0,104,0,3,0,8,0,11,0,17,0,49,3,95,10,9,0,12,0,20,0,15,0,34,0,102,20,10,0,28,0,15,0,16,5,19,0,110,21,5,0,30,0,17,0,9,0,6,0,90,52,3,0,44,0,25,0,4,4,8,0,132,156,3,3,59,11,30,0,4,0,8,0,284,99,5,0,44,6,11,0,0,0,3,0,172,74,0,0,17,0,3,0,0,0,0,0,100,30,0,0,3,7,9,0,0,0,4,0,50,37,5,0,18,0,7,0,3
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,5,0,4,0,13,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,9,0,8,0,0,0,5,0,20,4,0,0,3,0,10,0,3,0,0,0,22,0,0,0,11,0,3,0,0,0,0,0,17,5,0,0,8,0,3,0,0,0,3,0,18,4,0,0,4,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,8,0,10,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,5,0,0,0,0,0,3,0,17,8,0,0,6,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,7,0,3,3,0
POA6125,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,52,0,66,0,0,0,3,0,6,0,0,0,13,0,22,0,0,0,5,0,3,0,0,0,19,0,26,5,0,0,4,0,3,0,3,0,13,0,31,7,0,0,5,0,5,0,0,0,0,0,18,5,0,0,3,3,5,0,3,0,0,0,29,12,0,0,15,0,4,0,3,0,3,0,39,14,0,0,15,0,3,0,0,0,0,0,35,13,0,0,4,0,0,0,0,0,0,0,19,6,0,0,0,0,3,0,0,0,3,0,15,14,0,0,3,0,3,0,3
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,3,0,11,0,16,0,0,0,0,0,0,0,4,0,8,0,16,0,0,0,0,0,0,0,11,0,52,0,63,0,0,0,0,0,3,0,11,3,21,0,49,0,6,0,0,0,11,0,22,0,144,5,182,0,5,0,8,3,17,0,17,0,59,0,110,8,12,0,13,0,36,0,18,0,56,0,140,6,14,0,22,3,21,0,9,3,20,0,104,17,6,0,14,0,18,0,8,0,0,0,59,32,3,3,26,0,25,0,4,0,6,0,100,89,7,0,38,3,26,0,4,0,10,0,173,47,9,3,29,5,12,0,0,0,0,0,100,26,3,0,7,5,3,0,0,0,0,0,47,23,0,0,5,3,0,0,0,0,0,0,34,19,0,0,8,3,0,0,0
POA6148,0,0,0,0,0,0,0,3,0,35,0,39,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,4,0,7,0,9,0,0,0,0,0,0,0,8,0,57,0,66,0,0,0,3,0,6,0,9,0,19,0,38,0,0,0,0,0,3,0,22,0,167,0,192,0,6,0,3,0,14,0,21,0,91,0,138,3,11,0,12,0,8,0,24,0,97,3,161,9,6,0,7,0,14,0,10,0,60,0,111,11,3,3,15,0,24,0,14,0,29,0,96,11,4,0,19,0,14,3,3,0,28,3,87,56,9,4,43,3,29,0,14,3,28,0,185,53,3,4,28,7,9,3,4,0,18,0,130,30,3,0,22,3,6,0,3,0,6,0,78,22,0,0,3,0,19,3,3,0,0,0,52,55,8,3,28,4,14,0,14
POA6149,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0,0,3,0,20,0,25,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,5,0,9,0,8,0,3,0,0,0,0,0,3,0,55,0,66,0,0,0,0,0,0,0,5,0,34,0,42,0,4,0,0,0,3,0,18,0,150,0,181,3,6,0,3,0,8,0,24,3,104,0,150,3,10,0,6,0,14,0,31,4,132,0,206,3,13,0,22,0,30,0,17,3,80,0,159,6,7,0,19,3,19,3,16,3,24,0,103,15,8,0,13,0,16,0,16,3,27,0,106,53,14,0,48,0,54,3,12,5,30,0,212,53,10,0,37,3,27,0,11,0,14,0,151,53,3,5,29,3,7,4,0,0,7,0,115,38,0,0,6,0,25,0,0,0,4,0,89,69,3,0,41,6,25,0,6
POA6150,0,0,0,0,0,0,0,0,0,21,0,28,0,0,0,0,0,0,0,0,0,22,0,19,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,4,0,38,0,42,0,3,0,0,0,4,0,8,0,21,0,37,0,5,0,0,0,0,0,12,0,109,0,129,0,3,0,3,0,5,3,13,0,55,0,85,0,4,0,5,0,5,0,13,0,101,0,133,3,6,3,10,0,12,0,9,0,67,0,115,4,9,0,9,0,9,0,9,0,17,0,56,5,7,0,9,0,12,0,8,0,20,0,63,25,11,3,18,3,23,0,13,3,36,0,136,27,7,0,23,0,12,0,12,0,10,0,95,33,0,0,6,0,0,0,0,0,3,0,55,20,7,0,10,3,11,0,7,0,3,0,60,33,3,0,27,4,14,0,4
POA6151,0,0,0,0,0,0,0,0,0,31,0,36,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,25,0,28,0,0,0,0,0,0,0,6,3,8,0,21,0,7,0,3,0,3,0,10,0,60,0,77,3,18,0,3,0,10,0,16,6,43,0,85,0,8,0,10,0,30,0,12,0,49,0,115,12,16,0,23,0,21,0,11,3,43,0,115,10,4,0,25,0,18,0,10,3,19,0,93,14,9,0,16,0,24,0,11,0,27,0,108,82,9,0,34,6,43,0,10,3,26,0,216,77,9,0,43,8,20,0,9,3,22,0,184,60,8,3,26,4,11,0,8,0,18,0,138,45,0,3,7,4,31,0,10,0,14,0,111,162,24,3,54,9,51,3,19
POA6152,0,0,0,0,0,0,0,0,0,46,0,45,0,0,0,0,0,0,0,4,0,14,0,19,0,3,0,0,0,0,0,3,0,14,0,21,0,0,0,0,0,0,0,0,0,9,0,10,0,6,0,0,0,0,0,8,0,45,0,56,0,4,0,4,0,0,0,8,3,23,0,42,0,6,0,4,0,4,0,15,0,133,4,174,5,18,0,7,0,17,0,22,5,84,0,163,3,25,0,13,0,30,0,26,3,102,3,204,18,14,0,35,0,17,4,17,7,81,3,193,13,5,0,21,0,22,3,13,4,30,0,114,25,5,0,31,0,27,0,16,0,24,0,127,121,18,5,74,4,49,0,14,0,39,0,320,129,16,0,56,6,19,0,15,0,23,0,262,90,6,0,45,5,5,0,7,0,9,0,174,86,0,0,19,7,26,0,4,0,4,0,144,203,7,5,65,4,32,0,15
POA6153,0,0,0,0,0,0,0,0,0,38,0,41,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,5,0,10,0,17,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,0,48,0,58,0,3,0,0,0,0,3,9,0,10,0,28,0,6,0,0,0,0,0,18,3,108,0,131,0,8,0,0,0,10,0,11,0,73,0,100,6,12,0,5,3,16,0,24,4,117,0,182,9,12,0,13,0,20,0,26,0,84,0,161,11,11,0,18,0,16,0,10,0,44,0,110,16,3,0,17,3,22,0,13,0,51,0,127,43,4,0,38,5,34,3,13,3,54,0,198,52,15,0,26,3,10,0,12,3,19,0,148,59,8,0,35,0,3,5,3,0,20,0,135,37,3,0,12,0,30,0,3,0,21,0,101,163,27,3,96,8,63,5,36
POA6154,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,0,28,0,0,0,0,0,0,0,6,0,9,0,29,0,3,0,0,0,0,0,11,0,69,3,77,0,0,0,0,0,3,0,13,0,47,0,66,0,7,0,5,0,6,0,9,5,50,0,93,3,8,0,16,0,9,0,8,0,51,0,86,5,0,0,7,0,8,0,3,0,8,0,36,6,3,0,6,0,6,0,5,0,13,0,40,22,7,0,11,3,13,0,8,0,19,0,87,26,0,0,19,3,7,0,6,0,7,0,70,34,0,0,10,0,6,0,0,0,8,0,63,27,0,0,6,5,12,0,0,3,5,0,51,51,6,4,13,0,14,0,5
POA6155,3,0,0,0,0,0,0,0,0,146,0,154,0,0,0,0,0,0,0,7,0,29,0,41,0,0,0,0,0,0,0,10,0,28,0,39,0,0,0,0,0,0,0,10,0,12,0,24,0,0,0,0,0,3,0,25,0,104,0,134,0,3,0,0,0,5,0,20,3,47,0,89,0,12,0,7,0,23,3,38,4,284,4,374,3,18,0,11,0,42,0,39,8,158,0,293,10,30,0,28,3,66,3,52,6,167,3,363,21,29,3,46,3,64,0,44,3,106,3,317,30,20,0,49,0,59,10,21,5,46,0,243,44,16,0,66,0,53,4,12,4,34,0,241,164,21,8,114,16,88,4,22,5,41,0,481,133,9,4,101,3,20,5,7,0,13,0,299,130,3,6,49,3,19,0,9,0,7,0,222,69,5,0,22,5,28,0,6,4,6,0,136,118,9,3,59,8,22,4,6
POA6156,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,4,0,7,0,11,0,5,0,0,0,3,0,6,0,44,0,59,0,0,0,0,0,3,0,3,0,8,0,23,0,6,0,0,0,4,0,9,0,109,0,130,0,3,0,0,0,3,0,11,0,80,0,96,3,14,0,9,0,15,0,11,0,91,0,142,3,3,0,15,3,11,0,12,3,46,0,104,6,4,0,15,0,12,0,14,0,17,0,70,13,7,0,17,0,8,0,9,0,14,0,72,48,14,0,44,3,18,4,19,3,35,0,184,60,8,0,34,3,8,0,3,0,11,0,133,58,8,0,14,0,6,3,3,0,14,0,111,37,0,0,6,0,11,0,3,0,3,0,70,88,5,3,18,3,24,0,8
POA6157,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,25,0,35,0,0,0,0,0,0,0,10,0,11,0,17,0,0,0,0,0,3,0,11,0,102,0,119,0,4,0,3,0,3,0,11,3,47,0,69,3,3,0,11,0,11,0,12,0,64,0,107,7,3,0,12,0,9,3,4,0,39,0,85,3,3,0,17,0,23,0,7,0,12,0,78,16,3,0,21,0,8,0,9,5,16,0,81,69,5,0,28,3,25,0,13,0,17,0,167,70,13,0,39,3,7,3,9,0,12,0,151,54,0,0,24,3,3,0,7,0,9,0,103,33,3,0,6,3,11,0,0,0,5,0,70,85,3,0,24,7,22,0,6
POA6158,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,42,3,58,0,0,0,0,0,0,0,5,0,18,0,26,0,3,0,3,0,5,0,9,0,33,0,54,0,3,0,5,0,8,0,6,0,35,0,62,3,10,0,4,0,9,0,0,0,11,0,36,9,4,0,6,0,3,0,9,0,10,0,39,11,5,0,14,0,14,0,10,0,15,0,64,24,3,0,14,0,11,0,3,3,12,0,71,30,0,0,7,0,4,4,0,0,9,0,51,16,0,0,3,0,10,0,4,0,3,0,44,60,11,0,37,0,9,0,8
POA6159,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,7,0,12,0,21,0,0,0,0,0,0,0,3,0,14,0,16,0,0,0,3,0,6,0,3,0,14,0,25,3,3,0,0,0,0,0,4,0,9,0,21,0,3,0,3,0,3,0,0,0,4,0,14,0,4,0,5,0,0,3,5,0,4,0,19,7,3,0,7,0,10,0,4,0,8,0,38,12,0,0,6,0,9,0,0,0,8,0,38,10,3,0,5,3,3,0,5,0,8,0,33,22,0,0,3,3,5,0,3,0,4,0,39,52,10,3,19,3,12,0,7
POA6160,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,28,0,29,0,4,0,0,0,3,0,3,0,9,0,19,0,0,0,0,0,3,0,4,0,37,0,48,0,3,0,3,0,6,0,6,0,15,0,38,0,6,0,5,0,10,0,10,0,30,0,59,11,6,0,3,0,7,0,10,0,22,0,54,9,7,0,18,0,10,0,6,3,7,0,52,13,3,0,8,0,14,0,4,0,15,0,57,44,5,0,18,6,10,0,10,0,20,0,118,43,5,0,27,0,8,0,10,0,3,0,94,41,3,0,24,4,3,0,0,0,0,0,70,30,0,0,7,0,5,0,0,0,0,0,50,79,8,0,22,3,12,0,3
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,10,0,35,0,44,0,0,0,0,0,3,0,3,0,7,0,17,0,5,0,0,0,0,0,9,0,81,0,98,0,4,0,3,0,6,0,8,3,44,0,69,0,9,0,10,0,8,0,11,0,45,0,83,13,8,0,20,0,13,0,14,0,33,0,111,3,5,0,14,0,8,0,9,0,11,0,48,9,10,0,15,0,18,0,3,0,3,0,59,34,10,0,23,0,18,0,11,3,6,0,104,42,3,0,29,0,12,4,4,0,4,0,97,30,3,0,11,0,3,0,0,0,6,0,65,26,0,0,15,0,12,0,3,0,7,0,64,73,3,0,29,9,14,0,5
POA6163,0,0,0,0,0,3,0,3,0,77,3,84,3,0,0,0,0,0,0,4,0,32,0,41,0,0,0,3,0,0,0,10,0,34,0,50,0,0,0,0,0,0,0,3,0,15,0,21,0,0,0,0,0,6,0,16,5,214,0,240,0,3,0,10,0,9,0,29,0,61,0,117,4,22,0,3,0,28,0,51,6,592,5,709,0,21,0,16,0,40,3,68,12,201,0,354,11,46,0,60,3,69,3,53,10,213,8,479,25,24,3,62,8,61,0,35,3,97,0,326,30,12,4,64,4,79,3,11,9,42,0,260,48,13,0,71,3,55,9,14,5,38,0,259,247,21,7,149,16,83,9,21,10,47,0,602,209,6,0,137,11,39,5,12,4,13,0,436,191,10,7,65,6,13,3,3,0,9,0,307,120,0,0,12,7,34,0,3,4,6,0,189,183,9,9,71,15,28,4,5
